ownerAddress,value
0xae72c6a6fad9fa9d82d089e1ebf73b3043855425,0
0xae72c6a6fad9fa9d82d089e1ebf73b3043855425,1
0xbc30e90dc528ece58c1a51b6fb6d572838416489,0
0xbc30e90dc528ece58c1a51b6fb6d572838416489,1
0xcaa1c396e70384db58dd33be74b26fb119e98c3a,0
0xcaa1c396e70384db58dd33be74b26fb119e98c3a,1
0xd40b63bf04a44e43fbfe5784bcf22acaab34a180,0
0xd40b63bf04a44e43fbfe5784bcf22acaab34a180,1
0xe64777dcdca11fd8bde96ed05e7560ae789504b6,0
0xe64777dcdca11fd8bde96ed05e7560ae789504b6,1
0xea39c551834d07ee2ee87f1ceff843c308e089af,0
0xea39c551834d07ee2ee87f1ceff843c308e089af,1
0xee958e45f3464d712b8830deb5875c8ac105f698,0
0xee958e45f3464d712b8830deb5875c8ac105f698,1
0x01334a6fe78899afe438dd40a153360a09d73e8b,0
0x049891d70ca8d5f185f9c668994125328ac67046,0
0x04df8d02f912d34fef12a1b0488ee56fd6f7416c,0
0x052f9e6877e9d39224bd0cbdc9bc8bfe256aafbf,0
0x05c250120ce07ba6fe361b39ac344148435c25ca,0
0x05fce742413bfc531fe4274698a32ebe96356a7c,0
0x07b4529ba0dd7472590629035d347db1bdb4b70b,0
0x0843e80240f9304f3fe7059f25f3e1a66886a0eb,0
0x0aadeef83545196ccb2ce70fabf8be1afa3c9b87,0
0x0cca5c7d1de4ab4f56d17b6e19daaa7a6b48f980,0
0x0e5c6a2e9c6c91594c7a99fce3171c2809b7076d,0
0x11267972b5ec7554fe1b315390c8315f91c4826e,0
0x1145b29b49f9b61d6178050b4b5e520255c2e565,0
0x11e38aac8485b01545f999eeaf560143c415bbfa,0
0x1234311096a5d59d444d4ffc42b16b0ecb83b9c3,0
0x129c6695dfe7a906bd8fda202d26dfff601f83a4,0
0x13ffeddd27decbad3c20fd492b61bf78bd8bd51a,0
0x153ad64a842d28f66cc4ff408ee1d3ccede8c83b,0
0x1566ae673ae80725bcce901b486c336e6acef465,0
0x1688aba3a4eeb825023cddba3a54eeef71cc56b0,0
0x16b952bbce04349d7a6f6bf710d0c11b44bc7c2a,0
0x17cbd516166720b8c75fe75235ed0218d9cfdfbe,0
0x17fa6f6b1c44336969b6c02ce7063f7106395fac,0
0x1c29dcaa0cad96ca3f60d414c7e2e47c99cd7bdd,0
0x1cf5e7bd989d8522c2f6ebd5cc99ab974238bf57,0
0x1dc301854bfecb4ba03eb417579585c2b8ea12c1,0
0x1dc43746b6faa703017fa814dc8e56ef92ffb7db,0
0x1ef43b94fcb00872ec73d60ff37f5c77df80ee66,0
0x1f360581c48c6ee09eef1c0dd17cb8a34d62fbab,0
0x1f916bbf39ab189a9e3d9e1823a7b1a8e9e5f204,0
0x1ff52cef9e271cca78306bb9d6b9c8bbcea607f1,0
0x20adf00b38178e2ee994f1a7bde0abcd8a39d4c0,0
0x2227cb63299db1ac748347be2eecd8238efd593d,0
0x22fbaa2dd20b848084545515fb04b9c846942779,0
0x230eddce20863961a1a1e9613992f7453bdf7ad2,0
0x231595e3673a10e846803194f4982e1cf3389161,0
0x24c6003526c240d810eabe58d34773474968b794,0
0x24ea141a8b400c5f7e8fa11c6e031464bd637233,0
0x24fbadccd6684106e24065694ac87b0e98819235,0
0x252ce570244a73329d63e190bcef047b200b1495,0
0x26a58b849daa8147fa625fa29a0be702957d084f,0
0x2826ad635e5535d54076c6e3662018b0f1aafb84,0
0x28b8d4f7516a112e2e2fd462293a1c27cde327a7,0
0x28ddebc976809ba9251d928e76cce75b9e7f911b,0
0x2924196a2ec71ea4ae1b1357381eccdcee6c18f2,0
0x2be21793155e0d5b3dd715c348f7e712471e0873,0
0x2c0d86c347c326f783cf62e2e3c96b0ea0b2097b,0
0x2d411659c87f0fcf5c1a068473f8363fc7136a4b,0
0x2db3dd6cba04af85914de7ea61bb42d145bce8b0,0
0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0
0x2f8cb25737f469a3479dbf3cedf428a3d9900d39,0
0x3125a068b07f02b126d107d563175bf3587ae7c1,0
0x32d53a21813debfcb33a2b1ff2a396bd3a06f818,0
0x32e263cb9003f7fef329080bdcbc82f5cfd6c02f,0
0x34f92bf9290726955332b7e0730946813ac9d3fa,0
0x357931791284f40765b462aa7ad217ebf82920cb,0
0x37d4bf98610d7da1be398d4b20c20dff5b82f833,0
0x39fa16b5993fbd545c2a0e741f2ef4a64590b848,0
0x3a25b9622476b32a5b37953e15d9b7abd60b6188,0
0x3a88bc828083eadea53f87520250e092b72350f2,0
0x3a92b1c299f1bdc57c94efe5d41b646a4bee13ef,0
0x3dbc93aecd50e485ecd2dd6dbe73d1ec19a4d839,0
0x3f849f47f5b372d80407e442f360ad7b17f5fac4,0
0x3fa5b646b19271033f059ec83de38738f3e3163d,0
0x41c1ac9d51e3e3e064652614557019ffaf87360f,0
0x42f3f76ba5202d7a4c48fd428b5613c657689bcc,0
0x4327a9667a4e25f7e0b3482f3321bb286182f992,0
0x45615613e409aa8713745cc236da3b3e9bacd046,0
0x45855a3f4404aa08ffe14a366c75663f4ded2fac,0
0x477ea7a022e51b6eb0dcb6d802fb5f0cfc3b4a81,0
0x47d5aec8eb4b3aaf21d12823bb2d74e97011dab0,0
0x47dc3a7aec5c0e1f4b2c71303a4b1eaa0bee3e4c,0
0x48238faa9bd6d56fb44a32dac6185f04eabf2117,0
0x48464efe55fbcae8ae0c992b306afcf21d4910cf,0
0x48f1b764b8cd851025b88fa28f92cb855b9079c0,0
0x4a287a601cf17a817fd764348cb0190cac68fbd1,0
0x4a5a0992255ff1981c8919051a073b898006c003,0
0x4c0dbe2bfa35c379788d0d5b1d7f2e749945509f,0
0x4ccdf66984cee47badc2a039bb56aaf2b16d05a8,0
0x4cffc2b4fb3114ca8cf9a2a244632d0176395348,0
0x4d558484656dedf699ac3ead04d08397aa575c4f,0
0x4db160b0a94036bd13f69a2ac6b46b7e696244f1,0
0x4f08620c53f2b92fca61c78ee502ad50ccecb10d,0
0x4f7106c4c161e138b1a39f47c91c4f1043437fb2,0
0x50da8cc2bb828275cbc21eaeb31700e150755690,0
0x52029325ab640c933e86fea95002c1b9a774a6b5,0
0x53006f95def268f88dc1b8216654ab56f3afd052,0
0x56ddb802d2860c9d7d467eb1990b42b23394b08d,0
0x575f6540c16a72696c14a17fa64f049992d661ab,0
0x59220979d662bb96b40b5b47c5cc8939254f4d72,0
0x5b6f36473aea942c3dbcede8fb2a9c645fe75fd1,0
0x5bff4631326de92282197696366df57198e38dd3,0
0x5de26d392ea46ffc17131042e2584fe6ba46206f,0
0x5e3da47839c933947798ed67a1a546cf0262c1bb,0
0x5f2503f657371b05181bece5952474114029a5e0,0
0x5fdb5fdb61bc2975f3be446c5ae9c5df490f55d2,0
0x60acf8d95fd365122e56f414b2c13d9dc7742ad7,0
0x60f55d4b354878205f15eb2804653c696f4dc8bf,0
0x62a2d864b9c2351267f62fca51be137d16006ca9,0
0x639bd77dd1be0c6e9a71e23f434d0c891170169a,0
0x64f7de90dc79d775703bbec66a1591c7a26a22f0,0
0x65187716879a3d053437304535c7a66cb7903eb8,0
0x665654f2d2a151be2d0f8e3697e6ce780f732af2,0
0x66ac38aad1f61e4d50b115879903e1a18ee9b56e,0
0x66fa6d3aa74a9c2b0bd1676747dfc2f6951c936f,0
0x670a840848eba22eb2a090fd65e1ff60c3ba9e5b,0
0x6803df8813db7e785bcd5217c8e67b08129033f3,0
0x68e5952c3f194251106478bad560661f4f803759,0
0x693d28cbfb6a6788dfa8b034f75d9ff21edda9f0,0
0x696912e555547018fd2963fd945300695630dbf6,0
0x699990a8e7ada9e92c932d6e8fb365024fc74b43,0
0x69e68074f1aada957edd39c5eae0069973343f30,0
0x69f15ca90038b437a1027f9ea40dd81638713325,0
0x6b2aa5fc4508ec023a8e355959eaccef5e3a250b,0
0x6ca1e305b3fdf0e8207492628cbb2856c102fcde,0
0x6d1db4a7e83dae0eee7e95d421722d46d2a7e94b,0
0x6d31129de814c26fbdca8f98d230c1f99015781e,0
0x6deebca13615df90b694519721e60fb2c9817e8d,0
0x6f0735bf1e6c69030d6990cdd580345b370eb50a,0
0x6f37706ef0cfe7c9d2a01d667fe40a65bc0f562c,0
0x6faefbd9461699ba684f659ba6f2928c685e0140,0
0x6fddc55577c2fb9b6775dd53e0721c121920ac20,0
0x72703b554a7089f93ff1fc6cc6c0e623900a7b80,0
0x73bcb8c5e30bf85806aade7fc36f16c6b80fd3b9,0
0x7546c60ae8d65dc6dd7a0f61c169818059ef49db,0
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,0
0x76db02500f7631d57bc2dcdca9d4cf782b99e119,0
0x76ef45f256587238ae279e957cc5e84bb3b3aaf1,0
0x7855227676cce7592e4024056ba2073998f1ead2,0
0x7971e007a4e4d4dc1f8380f5d91d3f52b5e53461,0
0x7ba0466d68174a8d8959996c4b4455b29a2ce482,0
0x7dcb39fe010a205f16ee3249f04b24d74c4f44f1,0
0x7f568aa844611b264073f4162aed6e646251b893,0
0x7f9bea812b9b6c3c4b74ec8aae849a5745cc3ffa,0
0x7fceef0267f6eddc345c474ef9fdb5da8710765f,0
0x80d0c7173145a36fd9008a772c8625c93cc8607f,0
0x82abb5df200d2998db4e80639b145d052ca40062,0
0x8476b6a8aa0b4037e69e79f116f662aa0096b0c0,0
0x86f0a82dfd9745ec23bc8a72c819193e74962eb3,0
0x87243cee246d51d87be1287aecfe561114fe120b,0
0x8729250ad053ee455b55d862fccf1030c2eb4e0c,0
0x8922f786129627c142374c5085db11046a2c16f1,0
0x896b94f4f27f12369698c302e2049cae86936bbb,0
0x8a730bcc5572d3cb7f7f45568161fb28b3242d15,0
0x8af0b9a9b751e086122bc340188bd9d99b8c7ec1,0
0x8b5b9a7a17bc143913f29dd40a07f0b2962653f7,0
0x8bace3a49a375027868cdd34e84521eed1f1b01d,0
0x8bc35f2814a530895c9133aab81e601eefe5bbd1,0
0x8ca7e4a1f59495107bdc4c7b246691d89fd3a939,0
0x8ce649ced40e0862b366f3c7541a4645f7ec6d99,0
0x8e30ec684c7e91aa0cd990d4aed1362c3f9ba980,0
0x8ea76483c888f5bda7d96cab9839488f691daf78,0
0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,0
0x90198c48129ac7564933f8bab85669e303ff6b9f,0
0x936b15d174c82ba15c23325c674d51691a054680,0
0x975399ad1ab3c6f42f15c239e64d45aa805cc4a8,0
0x97ad7704d47b5827a5cc18c2e57f8643f1bdaad3,0
0x9cb0c15e42913d5248e96533212a212f997c5876,0
0x9ee46589f800c4de6ac19e4e59e702c8488963fa,0
0x9f02cd48b13e68ba2a1b7a020fb72b0ff83e451b,0
0xa14e5f2687437ea0e01774e80a05299bc4d4c0c1,0
0xa32f90b21d11561d31ff604745907acc77fb67e3,0
0xa37dbfba2f086187699d78d17ec0750462bd0549,0
0xa4ef618ae16e3bc4b9b17ed8f39a40faa69848eb,0
0x09c3722773771cA55Cdc70A4EBaA967FCd651224,0
0xa776ee8a027a410aa3b1ea189ca3b588f5e0f3a4,0
0xa8490d653e10e752d2e65b1ffb8a1789fdd19cf5,0
0xa883b60c5ead0efd604b41a7c0509c3c6b81739e,0
0xa93450b6e8300071e72a5da104c7bd5ed4e102c5,0
0xa95a3e6104f877c291c203fa7eb2ffdf5b2cf445,0
0xab2056903a7b62bac46f45a3d7a70ac799ca88cb,0
0xac2bf8f8f6cd71385943cdb691d89c694fc7d7f1,0
0xac84eb7001bd4983d58421b072379717ac1fee4f,0
0xad30b79c749c458601ddf4817dd768c0b4fd932a,0
0xad4d39612f84636ccfeb4c056d6bce7e8be703d6,0
0xae0d16586e5d60d334624c115216a52b9b1a0335,0
0xb31a4974499daad3255206daee7d1f3595fa259e,0
0xb3421679b04c0844461585155a06136671d915bf,0
0xb47368845da07a6590e02157a0c7a4f3682dc646,0
0xb503c8a636f268e10657dcff0e21fb6cddf804f7,0
0xb5374cac6cad6b025246f19d20b0d4151b640558,0
0xb5cd58e6d1ca87d0aa63f2ef03b5f2f24e453867,0
0xb684f44a51ce09956720b2020e0534cca67fb047,0
0xb6b4a02dca517564eb98790ff67d42b5b37a3d4e,0
0xb6cf25f5cf8a1e1727d988facdd47f1dfc492caf,0
0xb6ea791ee66c6813798743a5e5f11aff170a1eda,0
0xb8cd66e54a22887115ae443cfec0b2e484e9df10,0
0xba4575ea27041d99e6614ec02318f1e23a623fe2,0
0xbaaabce9d8b6e0e7b26e107f33ddfc7bd582e301,0
0xbba3ced54477c12fdf16d7009771affc7a8c9ba1,0
0xbbc37f68e9876d64b2c55016081528ae0a85d8b2,0
0xbc5a7cf988f7e7e8f3893cd0ee1d0786cd4af889,0
0xbd8ad43219b389fbf1336c4a6618abb2b7d54531,0
0xbfd8cba6a1e10e1ab4fa11a0062f4e52e13d260f,0
0xc0e40065d60328f33269d3b4846dbfbcb2b12045,0
0xc24ac1ca7c0044b86143263f6e48636ed2f27ddc,0
0xc255596461d40e50d6d4b110cdb40722b995d0d2,0
0xc26012491b9dfb2e6f2cb0305673e212721d5950,0
0xc3a538864600c21fd57eb45cdaca0f1665dccd8f,0
0xc3f9f47c48759758a9bcd578f393706e347d06ad,0
0xc41e73b03b2478420db9fa0a8bb1ca9e0314f1b5,0
0xc4ad58f2bf6b55276d263cc5dcd75660f5c3aa97,0
0xc4ed938caeb36008493aa2e327140a8a3324d193,0
0xc634df7cad66eb6a7d39a6ae2b38496ff32992b7,0
0xc643c9411a6b489e9833b16631140f42bbfcb6d1,0
0xc762b1081c56b3fa487c7372f7284d9558a84859,0
0xc7951a658c1c4876abb0b58465a57394716a27a4,0
0xc9eae131858bb939e5117b283dc2ca70b0589fc0,0
0xcabd5f77ca9d48f4ef9793f20de42ad39ce93979,0
0xcd3f4c42552f24d5d8b1f508f8b8d138b01af53f,0
0xcde2df46a534fded1589fea5647fd9d4052e1248,0
0xcf803a49f6e37b92a4040e397b976939dc5d9841,0
0xd03086ac36fe2aba80a4a553d83e6039e7c20df5,0
0xd38d8aaae4f1dfb91da6cc9a4c63d273d3d428cb,0
0xd5cf0b4851bf23ae9cf3d8725b72b7c1614af833,0
0xd64d7b3bd6f744ab507a4cb081af05bbdf93cd4e,0
0xd65aa6742a63f9cbdcf903eb07e77e86b379e91f,0
0xd7049630a45f2a48ff8d770a03899e11f00dccea,0
0xd8909b786e604ccc24cd13d6b66e4436990ae437,0
0xda104377d10aab4c7de7d49f772905f43ec85589,0
0xdb42cd273097e968da31710cad8df9d7ca0ccc89,0
0xdb48c31ec2d665a7465e2f9690d7a0da42baf45d,0
0xdb561a899557404581e6180fe6d4178577dc117b,0
0xdba83cde266a88532e489f82dd9c0d20c43d7403,0
0xdc5ac414eed5d73ca97e82c6c290a72b128f3411,0
0xdcaa90d9f3b75cda80764326f6594b58d0585d21,0
0xdf1dd8f308bd9116f5eb03157bca7ea311010974,0
0xdf85b9146d73a852d7b900d1abd974f2a8119f57,0
0xe3108908e5c62304a09e62329132896e8b1da7a8,0
0xe3b41ae8785e4107cc69f988042ff4a66a367fac,0
0xe4916a23750d4e78523e7564561b6186c2078b41,0
0xe61c11e9bd86283d77850ff19b5aadbc0dda08c3,0
0xe6563194f9baa6e3064086a98bf73608fc17cbfd,0
0xe7df582ff299821a30acfabbcfebc7423c04308c,0
0xe920ba2d30e812fcb02004b0253ebe168c623c66,0
0xe9b5a2529ad21454cb5e4d172dcb4bc501789463,0
0xea6f17757172b189342852744d17577408d0f6af,0
0xea71651fbf38209637af3b5c29cba2164a9dcff4,0
0xeae7bb96f6e53ed3ac1e7ad522700c2fb0504924,0
0xeb32e3729c60e822986fb268a23152d0f0306300,0
0xecf4ad056982ffec29724ae98d3e49d8a480d5c7,0
0xedc1040e47f75ff85867ff4358c6229801af31f8,0
0xee171cf606d5b31a4e9e816c7a7bdb859cb42bc5,0
0xef3b70a6f22181efa9d93b2b6d77a269de816550,0
0xef5ab90a44b68d4f5e3f6be6af4bedb12cd2c66e,0
0xf103066c4696b7867578ad8059b898b6cf8bde57,0
0xf141a37978d4b14a4a63936d4b3aaac479fef943,0
0xf1e1c701b49b1dc2405a9e8ef40f9f88802b80fa,0
0xf4754860f7c856c1c6a7d19e6d08c0b12a5fb36b,0
0xf4f5702683ca7bdbc7ce5fe7e360147779bc39aa,0
0xf54d81b2955832474a87a8dada4a042a05b83180,0
0xf598aadf12a2fc4709b5db0c4c169715efaf2038,0
0xf8db9ecd701bb77b0e88830437b34122a5b705a6,0
0xfc7d068f069e712dd35b439bf6ed9df8f58d07de,0
0xfd16449cdf05f095718aae233160d70e46eef63d,0
0xfd22004806a6846ea67ad883356be810f0428793,0
0xfe0174255e410defaaf58b06e009e0ebcd74db59,0
0xfe3b3f0d64f354b69a5b40d02f714e69ca4b09bd,0
0xff0617fd775dbc896777cb4af6e8e94c0965b42a,0
